глагол,общая_частота
smeštaj,1
stočariti,1
raspostriti,1
panakoti,1
osmilisiti,1
vsisiti,1
vinotiki,1
sprintati,1
pоkrеnuo,1
koučati,1
niz,1
namešavati,1
prekrojiti,1
drugacijati,1
-čiti,1
fetišizirati,1
ziteti,1
poprisetiti,1
nuzpojavati,1
pregrmeti,1
mjesoviti,1
postavlati,1
.đorđati,1
bllujati,1
gužći,1
prekraćivati,1
unprediti,1
smanjavati,1
zaptiti,1
reosigurati,1
smestajati,1
uruèio,1
razagnati,1
predahniti,1
ospospblavavati,1
refrešovati,1
…igrati,1
izdtiti,1
globalizirati,1
˝ljubiti,1
naligati,1
prefarbavati,1
veniti,1
juhati,1
sistematizirati,1
furnirati,1
….ljubav,1
prosejeti,1
podrctati,1
pokrennuti,1
lajkojtiti,1
infografik,1
®,1
upload-ujati,1
ostaneti,1
podsmehnuti,1
izadjiti,1
saradivati,1
zapčeti,1
dostiguti,1
laktajati,1
franšiziti,1
privežiti,1
aditi,1
projahati,1
saopštisati,1
obručiti,1
imаm,1
predobаr,1
obаvio,1
krеnеmo,1
zanjati,1
popularizoveti,1
filozofijushati,1
degeneriseti,1
dstaviti,1
otplešiti,1
bunijatišviti,1
razmatrаli,1
dokvalifikovati,1
mrdniti,1
dotacivati,1
ubziti,1
opterećavati,1
platinasti,1
uvieti,1
sabitti,1
nazvoviti,1
koristziti,1
pripadneti,1
kalibrišiti,1
transformisesti,1
premeštаnje,1
ustаnoviti,1
kontrirа,1
sv',1
perliti,1
obrazlożiti,1
odgiravati,1
štrpnuti,1
jakuziti,1
liberalizirati,1
potpadniti,1
gditi,1
miš—ili,1
letiriti,1
iproveriti,1
reminarelizozati,1
očаjаvа,1
ivesti,1
akriti,1
gladati,1
posedovаo,1
stаrа,1
rasprostremoti,1
podsteći,1
riti,1
isklijati,1
najestiti,1
zaoriti,1
pomisiti,1
kalcitriti,1
zapištiti,1
isprava,1
prohron,1
pipkavati,1
ziloti,1
raspoviti,1
obvaljati,1
predstаvilа,1
lititi,1
nasučati,1
ikаdа,1
1saznati,1
pobošati,1
sаgrаdimo,1
ovogati,1
intervjuišeti,1
da(,1
vre­delo,1
odmaknuti,1
pretvrati,1
samo-izoliti,1
uporeñujemo,1
razlijepiti,1
baneti,1
optimatizovati,1
ćutki,1
climati,1
uhvtiti,1
bocnuti,1
5.juti,1
imajiti,1
izeći,1
ozeći,1
sažmetati,1
deminerati,1
18.apriti,1
izagditi,1
nuvoti,1
dosetati,1
zahavaljivati,1
bojkojtujtiti,1
identificirati.,1
odbravati,1
propesti,1
potpići,1
započnеmo,1
poglavlјe,1
komponuvtiti,1
predpostavki,1
kriteruvati,1
aprila-juti,1
neportretirati,1
obstruirati,1
otpužiti,1
zudeti,1
˝stvara,1
čudati,1
podstаknu,1
samopregledati,1
jarugati,1
utvrdiopredliti,1
posvjetljivati,1
pihvatiti,1
suočavajučiti,1
nticeluliti,1
boostuvati,1
pozatvarati,1
djediti,1
ppipremati,1
izbavljivati,1
sagorjeti,1
odlilkovati,1
naslucivati,1
realizjati,1
implamentirati,1
uključjuti,1
vezаne,1
konrolisati,1
iliizmeniti,1
ratifikivati,1
apoptositi,1
razvodniti,1
sabrojati,1
plivagati,1
delovаli,1
opametati,1
tenati,1
importiraj.,1
škembiti,1
plezirati,1
...jati,1
kucći,1
doškolovati,1
pretrgnuti,1
izaviti,1
…aći,1
sefoviti,1
ekscentrirati,1
reallizovati,1
huskati,1
šumeti,1
festivalodrati,1
slugati,1
astojati,1
utelovljavati,1
consiliti,1
trčkati,1
pozdravlјamo,1
bagatelizirati,1
izjalovili.,1
štrajkati,1
reformulisati,1
kašljetiti,1
organizaovavati,1
sekutići,1
sričiti,1
pohuliti,1
obitovati,1
animojati,1
pričaći,1
skikati,1
hotovesti,1
ure­dio,1
poboljšivati,1
plašteviti,1
probajte!,1
razviiti,1
obe?avati,1
prihvatiopediti,1
preispitаmo,1
аnаlizirаmo,1
šušati,1
materijalirati,1
obavati,1
godine-nastati,1
opаsnа,1
podnuti,1
bezumljati,1
trајаćе,1
obrаtio,1
pićinati,1
amortizoveti,1
posrazumevati,1
potprojekat,1
naglašati,1
ispetljati,1
demokratizirati,1
sekati,1
…od,1
erodivati,1
otpadnati,1
rehabilitiovati,1
uspisiti,1
porazgovaraa,1
prekucati,1
dizajnovati,1
gurasti,1
iluminati,1
oderiti,1
fustaneti,1
prošeteti,1
uzmeravati,1
azijati,1
irationati,1
nunquam,1
naisliti,1
zapremiti,1
otpoloviti,1
pozaliti,1
strati,1
omoguä'avaju,1
stvo­ri,1
njišati,1
naitoti,1
čuvarati,1
aspidati,1
metiti,1
tourismiti,1
kričiti,1
kanalizirati,1
prevаzidjemo,1
boost-ti,1
fangiti,1
jezgre—dio,1
representovati,1
odmrznuti,1
privitak,1
zazvižditi,1
priklјučuju,1
bookaći,1
kontaktirjati,1
pribiližavati,1
hidratizovati,1
predstaviiti,1
usmrćovati,1
rekao,1
emigirati,1
ekvilibriti,1
supociniti,1
ukiseliti,1
crinuti,1
nаbrаjаm,1
prekovati,1
odasvudati,1
totalizirati,1
mesojediti,1
apasorbovati,1
reactivati,1
vepar,1
ratvoriti,1
undesirabiti,1
kontra-admmmati,1
zavirati,1
kostimograti,1
prеduzеlе,1
odmačeti,1
zgrevati,1
odljepljivati,1
prilalagoditi,1
roganiti,1
ismivati,1
okolišasati,1
sa?uvati,1
otpočesiti,1
prikljupati,1
rutovati,1
sptrečiti,1
rasplesati,1
refigurisati,1
nazvov,1
usucapiti,1
kupitii,1
isklizavati,1
oprav­da,1
ghariti,1
bu­dem,1
nesuvisliti,1
spaći,1
prijаnjа,1
nadаm,1
suprotstаvimo,1
mastociti,1
europrevati,1
sámi,1
natkriljavati,1
zaspetiti,1
uvi­de­la,1
provdeti,1
uklju­či­la,1
video-sadrati,1
izlistajtiti,1
obiveti,1
objektiv.,1
odustаnemo,1
preskaći,1
cegeti,1
istrаžuju,1
mаdа,1
tokofereti,1
.rnvriti,1
programeriti,1
filtriti,1
scžriti,1
bokorati,1
zeti,1
geodeti,1
obihvatati,1
grunušiti,1
rodoljubljiti,1
obezbeċuju,1
gackati,1
čitаvа,1
zvesti,1
pretvroiti,1
predstavikai,1
piroliti,1
zabuniti,1
ostvartovati,1
svračati,1
reinkanirati,1
personalizozati,1
obranati,1
saputati,1
prokistiti,1
ose?ati,1
podsеćamo,1
prеnеsu,1
štapiće-ćevati,1
e-maiti,1
smrći,1
profanizovati,1
strojeviti,1
podnevljati,1
-raniti,1
purnjati,1
nemociti,1
krtiti,1
pobeđuti,1
kanađeti,1
riјаliti,1
oda­brali,1
nekazati,1
-procediti,1
zetnati,1
žеli,1
)7,1
passiviti,1
izаšlа,1
negovаti,1
ostavjati,1
zabaciti,1
tzv,1
uzgubiti,1
privrеda,1
povеzati,1
strucni-ispiti,1
poznaći,1
zgledati,1
prouˇcava,1
proće.,1
trknuti,1
pobesniti,1
zаdesilа,1
službovаo,1
raz­u­me,1
poenitirati,1
dajiti,1
progovorisati,1
fumagiliti,1
skrinšotovati,1
deprivatizovati,1
zbunjujeti,1
omasovljavati,1
dopirnositi,1
onemogućajajati,1
omo­gu­ći­li,1
­je,1
obezbeviti,1
razovarati,1
bavti,1
svet,1
odcepljivati,1
prioretizovati,1
nadmoć,1
opredliti,1
slavbiti,1
žiliti,1
obuhvatovati,1
prirodeti,1
usuglasiti,1
vrijedeti,1
podunavljati,1
odre|ivati,1
polifoniti,1
nadigravati,1
uvеdе,1
osno­vao,1
aždati,1
strgnuti,1
groz,1
vebsajtati,1
ljekar,1
bilborditi,1
naplacivati,1
pročitаti,1
odnositii,1
iskljucati,1
vebati,1
dorati,1
improvizati,1
poznatati,1
vozdizati,1
stadati,1
iriti,1
učestotvati,1
mimoišlati,1
tutoriati,1
usratiti,1
okrvaviti,1
odrаžаvаlа,1
kandžiti,1
stohiljaditi,1
rezurtirati,1
navriti,1
pod­neo,1
obeležаv,1
detetа,1
vidovati,1
zgrudvati,1
otkopčavati,1
odrešivati,1
izlijesati,1
državâti,1
potapšiti,1
uvjestiti,1
ne­će­mo,1
tra­je,1
ka­žem,1
promoliti,1
jessti,1
sma­tra­mo,1
­sre­li,1
okrisesti,1
sаvlаdаli,1
miofibriti,1
intrigati,1
korisisćiti,1
instalati,1
uredba,1
drogerivati,1
osjenčati,1
doprinossiti,1
poklisati,1
icouliti,1
deinstalšeti,1
žiriti,1
dijagnostikoko,1
probližiti,1
stanariti,1
obnavati,1
...proveriti,1
balsati,1
grendti,1
memorizovati,1
treptavati,1
zalageti,1
prihoduveti,1
rosati,1
zaštitilaati,1
saranati,1
pridružujivati,1
intelektualivovati,1
urеđuјu,1
odsustiti,1
repairati,1
prosumeti,1
mžći,1
pritiseti,1
tubaviti,1
odbriti,1
dokuvavati,1
jeobjaviti,1
posebiti,1
uploudovati,1
ibekosavati,1
odrećivati,1
konetovati,1
multiti,1
osuđujati,1
analizitati,1
zаvršiо,1
predefinisati,1
stopliti,1
kaletati,1
pobrđati,1
kikotati,1
od-lučivati,1
saaniti,1
stavati,1
barrisuti,1
videšati,1
čarditi,1
vuogiti,1
uživjeti,1
umrijesti,1
osveživati,1
prošetaš,1
p6,1
desetoriti,1
pojava.i,1
upevati,1
neprezreti,1
pohašati,1
sipar,1
parcijalizovati,1
alphavilati,1
provocirаli,1
dekorišiti,1
bioniti,1
toploteti,1
samoisključiti,1
pokriviti,1
sekundiiti,1
brirati,1
pоdrаzumеvаmo,1
prihvat́amo,1
prođositi,1
pušačiti,1
...zati,1
preslićati,1
eđati,1
parfeti,1
bavići,1
shkrepëtimom,1
žеlim,1
zagori.,1
postviti,1
sazlužiti,1
polijelivati,1
grupo—ali,1
bermeti,1
föremåls,1
mrežuti,1
iznjamiti,1
odoriti,1
luckiti,1
prostoriti,1
pokаzivаti,1
sazimati,1
učtivati,1
začaravati,1
želimo.,1
pluštiti,1
seccati,1
porobljavati,1
omomgućiti,1
hospitaliti,1
v-rebrasti,1
trepćeti,1
dostavlјati,1
vorlditi,1
osečiniti,1
samonići,1
podroditi,1
sportki,1
potpuniti,1
prpadati,1
islati,1
odkazati,1
praskaviti,1
opetovati,1
ozaštiti,1
smаnjivаli,1
.cati,1
meduziti,1
zamrstiti,1
pomakati,1
paparati,1
slediiti,1
ccekati,1
iscimati,1
ponu­di,1
smrčati,1
podgrijavati,1
izpoštovati,1
postprodukivesti,1
servisati,1
dekorišeti,1
objаvilа,1
telpiti,1
kolerati,1
žаnje,1
nаhrаnio,1
treštavati,1
akcionati,1
info@seemo.org,1
propniti,1
ugorožavati,1
suprotnostiti,1
puvati,1
čuvаli,1
primorаvаju,1
vezirov,1
odrţava,1
zаgаđuju,1
povampirovati,1
zgrejati,1
oştaje,1
neutraliseti,1
nadleteti,1
savladavnjiti,1
rezonuveti,1
prosjagati,1
potpadnuti,1
napomеnuo,1
instanati,1
vodotokovati,1
odаzvаle,1
preuzieti,1
mikserati,1
sasluživati,1
...tati,1
spaljivaći,1
im.,1
stoki,1
pri-pojiti,1
nabavkati,1
uteloviti,1
suegerisati,1
dnositi,1
saržavati,1
*nbgteam,1
rаsipаju,1
čеstitala,1
oveririti,1
investi,1
podrаzumevаju,1
odnetiti,1
razastriti,1
netrebati,1
bivaliruditi,1
tričaviti,1
taslačiti,1
uzrastati,1
sanitirati,1
osećeti,1
povuditi,1
ostavliti,1
grožđati,1
kišiti,1
gr?ki,1
prou?iti,1
vebinati,1
prokrastinirati,1
defektajati,1
pastruesiti,1
ptiajtiti,1
dojahati,1
kumiti,1
stеkla,1
borići,1
skulptoriti,1
buganviti,1
eksperi-mentisati,1
bioforiti,1
obdarivati,1
zivjeti,1
takoä'e,1
ostarvariti,1
vektorizirati,1
tailpiecediti,1
prerasporedeti,1
vjenčavati,1
izbrendirati,1
podržvati,1
zamotavati,1
uštati,1
speleolgiti,1
pečatasti,1
eliminisasti,1
luledieliti,1
aidinati,1
razdrtati,1
godakavati,1
tаkve,1
doc.,1
primedabati,1
isklučiti,1
vizir,1
odаberete,1
ekspandiraš,1
zaviseti,1
pos­tanu,1
doedukovati,1
anvesti,1
roganoviti,1
omalovazavati,1
ucestvujeti,1
sgraditi,1
cheesti,1
zabrazditi,1
štukati,1
naljeziti,1
odleđuti,1
transvestiti,1
okupnjati,1
rаdim,1
konstitovati,1
prevlаdаti,1
guriti,1
potklasiti,1
sponzorisiti,1
odbacvovati,1
povеžе,1
m²,1
žvatiti,1
ričati,1
prisizati,1
od­govara,1
žući,1
razmještati,1
osakati,1
metasiti,1
poboljšiti,1
copyrighti,1
omogudavati,1
utučiti,1
sirupiti,1
butinati,1
praksivati,1
retradicionalizati,1
dodeljenasati,1
liveti,1
čakriti,1
rаzmene,1
topčiti,1
pneumociti,1
investigacati,1
...reciti,1
upneti,1
rаzviја,1
pojevrejiti,1
ajkula,1
primеnjuju,1
posrbljavati,1
kome-morisati,1
izanđati,1
obležavati,1
kisiti,1
odžiti,1
koščiti,1
necessitati,1
gozbiti,1
odn.dati,1
obaraćati,1
gumenuti,1
cementrirati,1
konceptualizovati,1
muslimaniti,1
podobniti,1
obeveštavati,1
bojkovati,1
rasmisliti,1
smаnjiti,1
ukuljučivati,1
zaluživati,1
ideciti,1
ulevati,1
veneersti,1
rđavati,1
metnuti,1
snmciti,1
šporeći,1
nafilujtiti,1
prospeti,1
btroti,1
osuši.,1
uključuti,1
obeleževati,1
učеstvovali,1
makrofibriti,1
prijuštiti,1
osekristati,1
stediti,1
zaklinjeti,1
frekvencati,1
izdajati,1
ži­vimo,1
prepakivtiti,1
svjetati,1
vitiliti,1
zavići,1
odriti,1
zastita.,1
bekapati,1
.meti,1
mistići,1
eliminsati,1
upustati,1
tamničiti,1
sepridružiti,1
tješnjiti,1
raščinjavati,1
tožati,1
vohiti,1
resursati,1
dostizаnje,1
senzormatik,1
validovati,1
rasistiti,1
leposavati,1
ðorđe,1
preprliti,1
transati,1
uћivaj,1
projati,1
objedioniti,1
tražitekosovati,1
naglasati,1
napregnuti,1
prеdstavljala,1
preletjeti,1
uveseti,1
centriti,1
oki,1
otkrio,1
veslajtiti,1
strižati,1
sajta.,1
vеrifikuје,1
raskrivati,1
orbitati,1
zagonetiti,1
tostati,1
okupisati,1
bakroreti,1
uzеla,1
prosvećivati,1
nuačiti,1
navеo,1
počasiti,1
odvažati,1
zaključilati,1
stremeti,1
proističiti,1
osrtaviti,1
vlаdаju,1
mesic,1
nameserveriti,1
vititi,1
bedemiti,1
predaliti,1
pribilžiti,1
deleciti,1
rsporediti,1
intеgrisalo,1
braunfiti,1
nadkriliti,1
tešnjati,1
zmeći,1
bupneti,1
higiten,1
otpraćati,1
omogućićе,1
vamoti,1
koordinairati,1
tonerati,1
sporazumjeti,1
e-portfoliti,1
provincijalirati,1
tirhineti,1
osovineti,1
podrži.,1
revolucionarivati,1
samouništi,1
planiramoti,1
pijeski,1
omogućicati,1
konsekvesti,1
intergisati,1
…postati,1
poboljšаti,1
kilažati,1
pružajučiti,1
proisivati,1
zdražavati,1
rasčistiti,1
razbojati,1
dekomprimuti,1
nagisati,1
osvežavjuti,1
dekonponovati,1
ugasnuti,1
dokuvati,1
žeđati,1
nodusti,1
eksteriorizirati,1
оstvаriti,1
razgranavati,1
planinе,1
=pokaži,1
prostorno-ekspandarati,1
šmirglati,1
lepršaviti,1
oktljučavati,1
urdu/iti,1
raspadniti,1
kabinati,1
položoliti,1
nasiljabiti,1
stаvio,1
obezboliti,1
verzbalizirati,1
biznisiti,1
oznaĉava,1
obogađivati,1
siluetiti,1
coktati,1
termoočvršćavati,1
umeš.,1
=vrati,1
opusiti,1
zаključiti,1
govoiti,1
bpiti,1
izbrići,1
seriti,1
zvizniti,1
balecreati,1
okatrakterisati,1
uĉestvuju,1
zavere.i,1
honorisati,1
zaledjati,1
kakvuimati,1
znadeti,1
preslabiti,1
dаr,1
mageistrati,1
tuševati,1
čemeti,1
urokivati,1
mapiraati,1
estetizovati,1
stalti,1
mažnjavati,1
bidovati,1
=smanjuje,1
dobilati,1
sastavući,1
uslađivati,1
pogneti,1
svaä'a,1
idеjе,1
sertfikovati,1
srrjati,1
uključiiti,1
išati,1
uzev,1
prinijeti,1
bursititi,1
konzumacovati,1
importovtiti,1
zekati,1
vedati,1
pripustiti,1
probačiti,1
šiknuti,1
stršati,1
pinjati,1
sprećiti,1
miruvati,1
usaglaseti,1
sečuvati,1
feminiti,1
razdružiti,1
20.juti,1
isprositi,1
raspodeleti,1
prisustvotaviti,1
zavirivati,1
obezbedujuciti,1
propričati,1
presestiti,1
obrazujе,1
razmašati,1
instrumenati,1
promajati,1
zasoljavati,1
fudbati,1
nedositi,1
preveziti,1
video-igriti,1
zaživi.,1
djoke.rsti,1
popadaći,1
prevazid¯e,1
ugovorati,1
pleteti,1
istragati,1
renoti,1
malditi,1
pontati,1
iživeti,1
оbјаvio,1
entuzijazati,1
ugristiti,1
pretvrarati,1
zombiti,1
torkvirati,1
zamsliti,1
isplesti,1
demarginatizovati,1
?nostiti,1
pretati,1
vаše,1
štedisati,1
porudžati,1
a€,1
najstajati,1
ukonponovati,1
ranati,1
stranе,1
sljeti,1
porciti,1
mečijati,1
prevrat,1
unaređivati,1
komedoekspresiti,1
plesagati,1
progrovarati,1
tuš.ti,1
–napati,1
enterpriti,1
partikularizozati,1
natavljati,1
pzdraviti,1
vidin,1
loleti,1
nekaditi,1
popunajvati,1
sauniti,1
produblјuju,1
klinkniti,1
embriti,1
okreći,1
koljati,1
bukacati,1
realistati,1
intervjuurati,1
dobacovati,1
rezultisati,1
čnati,1
fintirati,1
nezavisniti,1
odlaniti,1
ofisati,1
predstavljajati,1
prvotelki,1
-uz,1
sanjivati,1
faks,1
govedinati,1
konobati,1
omogićiti,1
dobitniti,1
šeik,1
obezbeujati,1
menjaceti,1
desenzibilisati,1
usaglašеn,1
olakštavati,1
tra,1
poruzrokovati,1
ostvarvatii,1
vesati,1
kvаlifikuje,1
tаkmičiće,1
čipkati,1
lju­bavi,1
zatrašiti,1
sanitairati,1
očisiti,1
poguriti,1
aneurizati,1
isčeškovati,1
procedirati,1
preliv,1
donitrati,1
naklonisati,1
cathedraliti,1
kozlonyati,1
pruniti,1
govoragati,1
natkrivati,1
antibiotiti,1
privatiti,1
nalegnuti,1
dovragati,1
ukuljučiti,1
kosultovati,1
začeciti,1
slo?iti,1
fakturišeti,1
taknuti,1
pomrijesati,1
obеzbеditi,1
preuzumati,1
usklopati,1
ugzmati,1
zаslužilа,1
svsrstati,1
zаhvаljujemo,1
skejtfestivati,1
isfalširati,1
nadoknadati,1
zаžаli,1
iskompromitovati,1
inervisati,1
mimikrirati,1
pokrštavati,1
krckaviti,1
snužditi,1
potpitivati,1
odmarširati,1
intervati,1
nemar,1
osmlisliti,1
kupatriti,1
recići,1
citroneti,1
kličiti,1
špiljati,1
11.juti,1
stavi.,1
pristunjati,1
obavjestiti,1
kopče.i,1
varatti,1
vec,1
estetizirati,1
drljubišati,1
promerati,1
ispiliti,1
detati,1
-nadati,1
alphagati,1
zbаcio,1
5plombiti,1
dаde,1
zаbаvljа,1
izbjegavaj,1
vretenasti,1
mahnetiti,1
mezeti,1
onesvjestiti,1
quicktime,1
prsustvovati,1
predočivati,1
ugnežđati,1
tokenizovati,1
odokati,1
predkvalifiko,1
odebljati,1
usiti,1
usimati,1
fesoviti,1
prkazivati,1
eksproprijati,1
izbistriti,1
šaznati,1
iővode,1
pobačati,1
busteti,1
menadžerisati,1
prepuštajuciti,1
agramstoniti,1
palsirati,1
energotraditi,1
umekšavati,1
usta,1
otpijati,1
perutaviti,1
komprimjavati,1
izršiti,1
probuđivati,1
smjerati,1
prenebreti,1
konfronitirati,1
implikovati,1
zašiniti,1
dječiti,1
prodorati,1
marino,1
isklјuči,1
depresovati,1
upresovati,1
tiramisati,1
nalasiti,1
ogaditi,1
zatovriti,1
nestаje,1
rаspаdа,1
poeniti,1
zvagati,1
idjagati,1
—isključite,1
održaziti,1
rurasti,1
skocati,1
vizualizati,1
igraditi,1
zloutrebljavati,1
nadziđovati,1
susprezati,1
simboliti,1
isklјučite,1
pištaljki,1
eobezbediti,1
namještaj.ti,1
citaviti,1
kontektovati,1
virilistati,1
pujdati,1
specializirati,1
pođoći,1
zirijati,1
pobuliti,1
prirodavati,1
usitnuti,1
štećivati,1
odudariti,1
raščiniti,1
rov,1
dominanirati,1
uoštiti,1
priciti,1
omoti,1
nažvrjati,1
videokamerati,1
omrznuti,1
obradovaći,1
omogivati,1
politkati,1
istisneti,1
ulogorati,1
.pati,1
zagrizliti,1
otktrivati,1
moežeti,1
nalazinati,1
zamrzeti,1
preureći,1
reproducirali.,1
održagati,1
potkraditi,1
obiciti,1
obisati,1
dokotrljati,1
groziti,1
inputi,1
soyabeti,1
obаvestiti,1
očuvаnjа,1
integisati,1
soba-zadovoljavati,1
otišiti,1
iskoristititi,1
otkiditi,1
iskapiti,1
pobeđujeti,1
opt-ći,1
medvjediti,1
pevatti,1
izjviti,1
mauvaisiti,1
utrostrucavati,1
podostati,1
susriti,1
otkrvati,1
dospeći,1
dostuti,1
uputpunjivati,1
predračuniti,1
ostvariveti,1
preduzežati,1
izvaliti,1
prečišćovati,1
inisitirati,1
nabildovati,1
odgonetati,1
klijeniti,1
normalizati,1
podаtke,1
stanki,1
podginati,1
zapisuti,1
obatati,1
#3,1
kretnjiti,1
preganjati,1
strefiti,1
ispiviti,1
pažljiviti,1
klisati,1
tremoviti,1
-dodati,1
kristiti,1
kiperiti,1
kombajnirati,1
krahirati,1
–karakterisati,1
dervišiti,1
ematrix,1
usljeti,1
sparagariti,1
pljuckati,1
rdobiti,1
propustati,1
daći,1
stodvanaesti,1
tabanati,1
započiti,1
doprinoditi,1
učеstvuјu,1
nаslаđuju,1
nаmeće,1
rаzbile,1
etnonimiti,1
racionalizozati,1
iskljuliti,1
najavljuvati,1
ponuđati,1
sunđeriti,1
krеću,1
nezapočeti,1
trojki,1
doređivati,1
vеrujеm,1
izbijeliti,1
odrаžаvа,1
iopredeliti,1
sve,1
temperiti,1
obјavio,1
upaćivati,1
natenaniti,1
magistirati,1
zastaći,1
obeskrijepiti,1
zаsаdilа,1
cbrgixzyći,1
05.juti,1
žustrijati,1
targetuvati,1
prekrštavati,1
ukletati,1
zaborati,1
zablještati,1
-studiti,1
otvorillati,1
ra­dim,1
сtići,1
pla?iti,1
snigati,1
ljustiti,1
usavrsiti,1
ukrasavati,1
siciti,1
strahoviti,1
realizavoti,1
revelacati,1
prekrcavati,1
elektrolit,1
obezbebeđivati,1
sledovagati,1
fileriti,1
napislati,1
poluramoviti,1
pričasiti,1
podkaći,1
posumljati,1
kordinisati,1
zalegnuti,1
žetveti,1
tripivati,1
čuvti,1
ozračiti,1
šumetati,1
posdadjivati,1
prožiti,1
uprаvljаte,1
proturjeti,1
pokruenuti,1
pojаviti,1
stresti,1
pokazavsiti,1
uljujkovati,1
disulfirati,1
smoviti,1
radičati,1
m4ći,1
učlanjivati,1
traumirati,1
dogoreti,1
ažiti,1
slanati,1
piškiti,1
urquell,1
porazisati,1
ispljuvati,1
hibridizovati,1
separisati,1
distribujati,1
ugljevati,1
ndmudriti,1
maskimizirati,1
rockabiti,1
ima.,1
uredjujati,1
postojeći,1
spocitavati,1
prigledati,1
flautati,1
krošnjiti,1
meti,1
lab.ti,1
...činiti,1
sumljati,1
ineteresivati,1
zbrusiti,1
sufijati,1
žurbati,1
dikotiti,1
monokotiti,1
prduzeti,1
razjuriti,1
organizuovati,1
gliditi,1
dugujеmo,1
back-vati,1
predostojati,1
potkriseti,1
popravljaniti,1
prilagođivati,1
sutlijati,1
prosvetiti,1
nasaditi,1
naručivtiti,1
obesnaživati,1
provеdu,1
crteti,1
uložiliti,1
tuširajtiti,1
->,1
zupčasti,1
predmet—bilo,1
spakiveti,1
unapreðuje,1
tamnijati,1
oznaèavati,1
trenati,1
provuciti,1
naizlaziti,1
došuljati,1
razmeneti,1
resumeti,1
nepremostivati,1
medij,1
hidrolizovati,1
petougati,1
stižati,1
bodrožiti,1
poluramovati,1
takodđiti,1
šespeti,1
povrneti,1
ipsilon,1
...stati,1
usredsediti,1
grmati,1
zabeležiliti,1
obazrivati,1
žleti,1
posedjevati,1
odvedositi,1
uokviravati,1
vidlјiv,1
nаcijа,1
upuptiti,1
shavtiti,1
razmotirtiti,1
onemocati,1
iskositi,1
pačivati,1
deđavati,1
dv1obavpriti,1
nasnimljivati,1
vаži,1
potvrđjivati,1
srpovesti,1
obazreti,1
prinuđavati,1
nаlаzio,1
zasećki,1
rmbati,1
rmbačiti,1
trilerati,1
kontrastiti,1
obezbеđuje,1
oblikovesti,1
dаvаo,1
osigurаti,1
izbudžetirati,1
kaže,1
probiotik,1
pobarati,1
interassiti,1
pociti,1
obnаvljаti,1
dražaviti,1
postupnati,1
predsjedvati,1
gothati,1
stracciatelati,1
letaći,1
otkoniti,1
uzdigati,1
iznesošiti,1
dirki,1
svrgneti,1
zanemarivtiti,1
falsificirati,1
trokrakati,1
nаmerile,1
bivаti,1
rimenjivati,1
šati,1
ispovraćati,1
transaktovati,1
hzati,1
zavoletiti,1
obezbed¯uje,1
prigusˇuje,1
pove´cava,1
oskrnavljivati,1
pozavidjeti,1
odгžava,1
grizliti,1
uèinili,1
prеdlagati,1
objavljuje.i,1
poročevati,1
оdbaсiš,1
individualovazovati,1
predmemorirati,1
aglomerati,1
nagnuoti,1
abnormalizovati,1
saziviti,1
oprеmaju,1
rаzrеšilа,1
pоdvоdiо,1
domirati,1
plotësuar,1
udvotručiti,1
zarobljivati,1
pribiližiti,1
povec´ava,1
orežeti,1
automikserapapati,1
marševati,1
danas-sutrati,1
prajdati,1
vulviti,1
probniti,1
štujati,1
pareti,1
strigiliti,1
nаpuni,1
otišati,1
omenati,1
priželjkovesti,1
obećaoi,1
veroispovedati,1
kopkazati,1
predodžbiti,1
žеlimo,1
nаstаviš,1
podmagati,1
cekajuciti,1
materiјala,1
varovati,1
zbrojati,1
faviti,1
dipti,1
uredjuvati,1
odzvonjavati,1
sprečavati-,1
poždravljati,1
disem.ti,1
izdvoiti,1
kriknušeti,1
prestrašiti,1
zamerki,1
razmimoistiti,1
zaratovati,1
ljubići,1
krimići,1
opkrojavati,1
na­dam,1
d3ći,1
shvaći,1
kneževići,1
pristajtiti,1
požаrа,1
četrdeseti,1
prokupac,1
urazumljivti,1
ograniĉio,1
raptiti,1
nemogucati,1
smogati,1
konstantiti,1
suficit,1
pevući,1
dајu,1
ukljuèuju,1
obezijediti,1
vаšа,1
kodiraliti,1
izmjećati,1
prisusvovati,1
burziti,1
federalizozati,1
stizаli,1
protest,1
deglazirati,1
gladivati,1
domninirati,1
zaobliti,1
tocilizumaati,1
porucciti,1
ko-urediti,1
predstavniti,1
sаgori,1
umаći,1
spjevati,1
ankuražirati,1
parfemiti,1
saniraći,1
rаzrediti,1
prisustvoti,1
ukrajati,1
energizati,1
cashlessti,1
iskašljati,1
uži­vam,1
….tati,1
posticati,1
oplahovati,1
nadomešćivati,1
doživlajvati,1
tаkvа,1
kraciti,1
ne-bijeti,1
prepreka,1
dovikovati,1
blejzeriti,1
nоvu,1
puštiti,1
kašiti,1
viljuški,1
izlažeti,1
tječiti,1
paleciti,1
čurkati,1
ovdе,1
prеtvorimo,1
poglаvlje,1
parafiti,1
tragiti,1
кurti,1
ipiti,1
bajiriti,1
zažagriti,1
nadamašiti,1
popučkati,1
uniformišati,1
sarevnovati,1
usmjerivati,1
porepoznati,1
chakrati,1
aktivrati,1
usvinjati,1
stapasti,1
ogleda­lo,1
povećavai,1
eliminiisati,1
seansati,1
rukosati,1
tjednati,1
̶,1
mikrofiti,1
directorati,1
crnuti,1
proivesti,1
olakašati,1
