verb_latin,frequency
"atš i elsim atš ajlšimaz i;""elež"";""i zamišlja šta misle i šta"";""žele"";"" "";""vetar, sunce i trava."";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""Desetogodišnjem dečaku Akimu je bilo mučno i dosadno da sedi pod tim drvetom, ali u njegovom srcu je živelo, samo po sebi, tiho osećanje sreće, hranjeno toplinom zemlje, sjajem sunca, plavim nebom nad dalekim poljima i zamišljanjem čitavog tog vidljivog sveta na koji se još nije navikao unutar sopstvene dečje duše, kao da trava raste, i sjaj svetli, i vetar duva — ne vani, nego u dubini Akimovog tela — i njemu je bilo zanimljivo da živi za njih i zamišlja šta misle i šta žele vetar, sunce i trava."";""efda86db15c040306d1a67723423959c:9:83"";""Tomitelьno i skučno bыlo sidetь desяtiletnemu malьčiku Akimu pod tem derevom, no v serdce ego žilo samo po sebe tihoe, sčastlivoe čuvstvo, pitaemoe teplom zemli, svetom solnca, sinim nebom nad dalekimi polяmi i voobraženiem vsego эtogo vidimogo, eщe neprivыčnogo mira vnutri sobstvennoй detskoй duši, kak esli bы i trava rosla, i svet svetil, i veter ševelilsя ne snaruži, a v glubine tela Akima, — i emu interesno bыlo žitь za nih i voobražatь, čto dumaюt i čego hotяt veter, solnce i trava. "";""rus"";"" Desetogodišnjem dečaku Akimu je bilo mučno i dosadno da sedi pod tim drvetom, ali u njegovom srcu je živelo, samo po sebi, tiho osećanje sreće, hranjeno toplinom zemlje, sjajem sunca, plavim nebom nad dalekim poljima i zamišljanjem čitavog tog vidljivog sveta na koji se još nije navikao unutar sopstvene dečje duše, kao da trava raste, i sjaj svetli, i vetar duva — ne vani, nego u dubini Akimovog tela — i njemu je bilo zanimljivo da živi za njih i zamišlja šta misle i šta žele vetar, sunce i trava. "";""srp",1
"tevs vatič uvtsnjited U ;""adapirp"";""U detinjstvu čitav svet"";""pripada"";"" "";""detetu, i Akim je sve što"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:4"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"mikA i ,uteted adapirp tevs vatič;""ej"";""čitav svet pripada detetu, i Akim"";""je"";"" "";""sve što je video pretvarao u"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:8"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"otš evs ej mikA i ,uteted;""ej"";""detetu, i Akim je sve što"";""je"";"" "";""video pretvarao u sopstven doživljaj, misleći"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:11"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"oediv ej otš evs ej mikA;""oaravterp"";""Akim je sve što je video"";""pretvarao"";"" "";""u sopstven doživljaj, misleći o sebi"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:13"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
",jaljvižod nevtspos u oaravterp oediv ej;""ićelsim"";""je video pretvarao u sopstven doživljaj,"";""misleći"";"" "";""o sebi kao o drvetu, mravu"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:17"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"okak ,urtev ,uvarm ,utevrd o oak;""ib"";""kao o drvetu, mravu, vetru, kako"";""bi"";"" "";""pogodio zašto oni žive i zbog"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:26"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"ib okak ,urtev ,uvarm ,utevrd o;""oidogop"";""o drvetu, mravu, vetru, kako bi"";""pogodio"";"" "";""zašto oni žive i zbog čega"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:27"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"ino otšaz oidogop ib okak ,urtev;""eviž"";""vetru, kako bi pogodio zašto oni"";""žive"";"" "";""i zbog čega im je dobro."";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:30"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"mi ageč gobz i eviž ino;""ej"";""oni žive i zbog čega im"";""je"";"" "";""dobro."";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:35"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp (translit)",1
"tevs vatič uvtsjnited U ;""adapirp"";""U detinjstvu čitav svet"";""pripada"";"" "";""detetu, i Akim je sve što"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:4"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"mikA i ,uteted adapirp tevs vatič;""ej"";""čitav svet pripada detetu, i Akim"";""je"";"" "";""sve što je video pretvarao u"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:8"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"otš evs ej mikA i ,uteted;""ej"";""detetu, i Akim je sve što"";""je"";"" "";""video pretvarao u sopstven doživljaj, misleći"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:11"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"oediv ej otš evs ej mikA;""oaravterp"";""Akim je sve što je video"";""pretvarao"";"" "";""u sopstven doživljaj, misleći o sebi"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:13"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
",jajlvižod nevtspos u oaravterp oediv ej;""ićelsim"";""je video pretvarao u sopstven doživljaj,"";""misleći"";"" "";""o sebi kao o drvetu, mravu"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:17"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"okak ,urtev ,uvarm ,utevrd o oak;""ib"";""kao o drvetu, mravu, vetru, kako"";""bi"";"" "";""pogodio zašto oni žive i zbog"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:26"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"ib okak ,urtev ,uvarm ,utevrd o;""oidogop"";""o drvetu, mravu, vetru, kako bi"";""pogodio"";"" "";""zašto oni žive i zbog čega"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:27"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"ino otšaz oidogop ib okak ,urtev;""eviž"";""vetru, kako bi pogodio zašto oni"";""žive"";"" "";""i zbog čega im je dobro."";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:30"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"mi ageč gobz i eviž ino;""ej"";""oni žive i zbog čega im"";""je"";"" "";""dobro."";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp (translit)"";""srp"";""Serbiя"";"""";""U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro."";""efda86db15c040306d1a67723423959c:11:35"";""V detstve vesь mir prinadležit rebenku, i Akim vse, čto videl, prevraщal v sobstvennoe pereživanie, dumaя pro sebя kak pro derevo, pro muravья, pro veter, čtobы ugadatь, začem oni živut i otčego im horošo. "";""rus"";"" U detinjstvu čitav svet pripada detetu, i Akim je sve što je video pretvarao u sopstven doživljaj, misleći o sebi kao o drvetu, mravu, vetru, kako bi pogodio zašto oni žive i zbog čega im je dobro. "";""srp",1
"um itaM ;""ej"";""Mati mu"";""je"";"" "";""naredila da ode iz dvorišta u"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena."";""efda86db15c040306d1a67723423959c:13:2"";""Matь velela emu uйti so dvora gulяtь i ne prihoditь do obeda, a eщe lučše — do užina, čtobы Akim ne prosil ranьše vremeni estь… "";""rus"";"" Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena. "";""srp (translit)",1
"ej um itaM ;""alideran"";""Mati mu je"";""naredila"";"" "";""da ode iz dvorišta u šetnju"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena."";""efda86db15c040306d1a67723423959c:13:3"";""Matь velela emu uйti so dvora gulяtь i ne prihoditь do obeda, a eщe lučše — do užina, čtobы Akim ne prosil ranьše vremeni estь… "";""rus"";"" Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena. "";""srp (translit)",1
"ad alideran ej um itaM ;""edo"";""Mati mu je naredila da"";""ode"";"" "";""iz dvorišta u šetnju, i da"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena."";""efda86db15c040306d1a67723423959c:13:5"";""Matь velela emu uйti so dvora gulяtь i ne prihoditь do obeda, a eщe lučše — do užina, čtobы Akim ne prosil ranьše vremeni estь… "";""rus"";"" Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena. "";""srp (translit)",1
"en ad i ,unjteš u atširovd;""izalod"";""dvorišta u šetnju, i da ne"";""dolazi"";"" "";""do ručka, a još bolje, ni"";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena."";""efda86db15c040306d1a67723423959c:13:13"";""Matь velela emu uйti so dvora gulяtь i ne prihoditь do obeda, a eщe lučše — do užina, čtobы Akim ne prosil ranьše vremeni estь… "";""rus"";"" Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena. "";""srp (translit)",1
"en mikA okak ,erečev od in;""ib"";""ni do večere, kako Akim ne"";""bi"";"" "";""tražio da jede pre vremena."";""Andreй Platonov. Vsя žiznь (1939)"";""Andreй Platonov"";""1899"";""Vsя žiznь"";""1939"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Vsя žiznь"";""Andrej Platonov"";""Čitav život"";"""";""2015"";""648"";""9345"";""324"";""4378"";""srp"";""srp"";""Serbiя"";"""";""Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena."";""efda86db15c040306d1a67723423959c:13:25"";""Matь velela emu uйti so dvora gulяtь i ne prihoditь do obeda, a eщe lučše — do užina, čtobы Akim ne prosil ranьše vremeni estь… "";""rus"";"" Mati mu je naredila da ode iz dvorišta u šetnju, i da ne dolazi do ručka, a još bolje, ni do večere, kako Akim ne bi tražio da jede pre vremena. "";""srp (translit)",1
